Hotel_name,Price,Rating,Type,Pagenum,Original_price,Discount
Romeo Lane,₹ 1000 for two approx.,4.1,Multicuisine,1,₹ 1000 for two approx.,15% Off + 25% Off
Romeo Lane,₹ 1000 for two approx.,4.1,Multicuisine,1,₹ 1000 for two approx.,15% Off + 25% Off
Pirates Of Grill,₹ 1800 for two approx.,4.6,Multicuisine,1,₹ 1800 for two approx.,15% Off + 25% Off
Pirates Of Grill,₹ 1800 for two approx.,4.6,Multicuisine,1,₹ 1800 for two approx.,15% Off + 25% Off
one8 Commune,₹ 2000 for two approx.,4.3,Multicuisine,1,₹ 2000 for two approx.,15% Off + 25% Off
one8 Commune,₹ 2000 for two approx.,4.3,Multicuisine,1,₹ 2000 for two approx.,15% Off + 25% Off
TBSP - Tablespoon,₹ 2000 for two approx.,4.7,American,1,₹ 2000 for two approx.,15% Off + 25% Off
TBSP - Tablespoon,₹ 2000 for two approx.,4.7,American,1,₹ 2000 for two approx.,15% Off + 25% Off
Dasaprakash,₹ 1500 for two approx.,4.5,South Indian,1,₹ 1500 for two approx.,15% Off + 25% Off
Dasaprakash,₹ 1500 for two approx.,4.5,South Indian,1,₹ 1500 for two approx.,15% Off + 25% Off
Royal China,₹ 2500 for two approx.,4.6,Asian,1,₹ 2500 for two approx.,15% Off + 25% Off
Royal China,₹ 2500 for two approx.,4.6,Asian,1,₹ 2500 for two approx.,15% Off + 25% Off
KLAP,₹ 1200 for two approx.,4.4,Multicuisine,1,₹ 1200 for two approx.,15% Off + 25% Off
KLAP,₹ 1200 for two approx.,4.4,Multicuisine,1,₹ 1200 for two approx.,15% Off + 25% Off
Marieta,₹ 2000 for two approx.,4.3,"European, Mexican, Asian",1,₹ 2000 for two approx.,15% Off + 25% Off
Marieta,₹ 2000 for two approx.,4.3,"European, Mexican, Asian",1,₹ 2000 for two approx.,15% Off + 25% Off
Diablo,₹ 2000 for two approx.,4.1,"Finger Food, Mediterranean, Turkish, Iranian",1,₹ 2000 for two approx.,15% Off + 25% Off
Diablo,₹ 2000 for two approx.,4.1,"Finger Food, Mediterranean, Turkish, Iranian",1,₹ 2000 for two approx.,15% Off + 25% Off
Dear Donna,₹ 3000 for two approx.,3.7,"American, Finger Food",2,₹ 3000 for two approx.,15% Off + 25% Off
Dear Donna,₹ 3000 for two approx.,3.7,"American, Finger Food",2,₹ 3000 for two approx.,15% Off + 25% Off
PLATE,₹ 2500 for two approx.,4.5,Multicuisine,2,₹ 2500 for two approx.,15% Off + 25% Off
PLATE,₹ 2500 for two approx.,4.5,Multicuisine,2,₹ 2500 for two approx.,15% Off + 25% Off
Ophelia,₹ 2000 for two approx.,4.5,Multicuisine,2,₹ 2000 for two approx.,15% Off + 25% Off
Ophelia,₹ 2000 for two approx.,4.5,Multicuisine,2,₹ 2000 for two approx.,15% Off + 25% Off
Noor by Khubani,₹ 2500 for two approx.,3.7,"Mediterranean, Turkish",2,₹ 2500 for two approx.,15% Off + 25% Off
Noor by Khubani,₹ 2500 for two approx.,3.7,"Mediterranean, Turkish",2,₹ 2500 for two approx.,15% Off + 25% Off
Misosexy,₹ 4000 for two approx.,4.0,Pan Asian,2,₹ 4000 for two approx.,15% Off + 25% Off
Misosexy,₹ 4000 for two approx.,4.0,Pan Asian,2,₹ 4000 for two approx.,15% Off + 25% Off
Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani,₹ 1800 for two approx.,4.3,North Indian,2,₹ 1800 for two approx.,15% Off + 25% Off
Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani,₹ 1800 for two approx.,4.3,North Indian,2,₹ 1800 for two approx.,15% Off + 25% Off
Qavalli,₹ 2000 for two approx.,4.2,"Mughlai, North Indian",2,₹ 2000 for two approx.,15% Off + 25% Off
Qavalli,₹ 2000 for two approx.,4.2,"Mughlai, North Indian",2,₹ 2000 for two approx.,15% Off + 25% Off
Cosy Box,₹ 2500 for two approx.,3.6,Multicuisine,2,₹ 2500 for two approx.,15% Off + 25% Off
Cosy Box,₹ 2500 for two approx.,3.6,Multicuisine,2,₹ 2500 for two approx.,15% Off + 25% Off
Erawaan,₹ 3500 for two approx.,4.2,Thai,2,₹ 3500 for two approx.,15% Off + 25% Off
Erawaan,₹ 3500 for two approx.,4.2,Thai,2,₹ 3500 for two approx.,15% Off + 25% Off
Studio Xo Bar,₹ 1500 for two approx.,4.0,Multicuisine,3,₹ 1500 for two approx.,15% Off + 25% Off
Studio Xo Bar,₹ 1500 for two approx.,4.0,Multicuisine,3,₹ 1500 for two approx.,15% Off + 25% Off
Ministry Of Beer,₹ 1500 for two approx.,4.1,"Cocktail Menu, Multicuisine",3,₹ 1500 for two approx.,15% Off + 25% Off
Ministry Of Beer,₹ 1500 for two approx.,4.1,"Cocktail Menu, Multicuisine",3,₹ 1500 for two approx.,15% Off + 25% Off
Desi Villagio,₹ 1300 for two approx.,4.1,Indian,3,₹ 1300 for two approx.,15% Off + 25% Off
Desi Villagio,₹ 1300 for two approx.,4.1,Indian,3,₹ 1300 for two approx.,15% Off + 25% Off
Fifty9 ,₹ 2500 for two approx.,4.4,Multicuisine,3,₹ 2500 for two approx.,15% Off + 25% Off
Fifty9 ,₹ 2500 for two approx.,4.4,Multicuisine,3,₹ 2500 for two approx.,15% Off + 25% Off
Hard Rock Cafe,₹ 1500 for two approx.,4.0,Multicuisine,3,₹ 1500 for two approx.,15% Off + 25% Off
Hard Rock Cafe,₹ 1500 for two approx.,4.0,Multicuisine,3,₹ 1500 for two approx.,15% Off + 25% Off
Aqua,₹ 2800 for two approx.,3.9,Multicuisine,3,₹ 2800 for two approx.,15% Off + 25% Off
Aqua,₹ 2800 for two approx.,3.9,Multicuisine,3,₹ 2800 for two approx.,15% Off + 25% Off
Barista Coffee,₹ 500 for two approx.,4.0,"Cafe, Coffee",3,₹ 500 for two approx.,15% Off + 25% Off
Barista Coffee,₹ 500 for two approx.,4.0,"Cafe, Coffee",3,₹ 500 for two approx.,15% Off + 25% Off
Somewhere Restaurant & Bar,₹ 1500 for two approx.,4.1,Multicuisine,3,₹ 1500 for two approx.,15% Off + 25% Off
Somewhere Restaurant & Bar,₹ 1500 for two approx.,4.1,Multicuisine,3,₹ 1500 for two approx.,15% Off + 25% Off
Xero Courtyard,₹ 1000 for two approx.,4.2,Multicuisine,3,₹ 1000 for two approx.,15% Off + 25% Off
Xero Courtyard,₹ 1000 for two approx.,4.2,Multicuisine,3,₹ 1000 for two approx.,15% Off + 25% Off
Tamra,₹ 3000 for two approx.,4.4,"American, Beverages, Desserts, Finger Food, North Indian, European, Asian, All Day Dining, Continental",4,₹ 3000 for two approx.,15% Off + 25% Off
Tamra,₹ 3000 for two approx.,4.4,"American, Beverages, Desserts, Finger Food, North Indian, European, Asian, All Day Dining, Continental",4,₹ 3000 for two approx.,15% Off + 25% Off
Zing ,₹ 3500 for two approx.,1.0,Multicuisine,4,₹ 3500 for two approx.,15% Off + 25% Off
Zing ,₹ 3500 for two approx.,1.0,Multicuisine,4,₹ 3500 for two approx.,15% Off + 25% Off
Cafe Out of the Box Courtyard,₹ 1200 for two approx.,3.9,Multicuisine,4,₹ 1200 for two approx.,15% Off + 25% Off
Cafe Out of the Box Courtyard,₹ 1200 for two approx.,3.9,Multicuisine,4,₹ 1200 for two approx.,15% Off + 25% Off
Plum Coffee & Cocktails,₹ 2000 for two approx.,4.3,Multicuisine,4,₹ 2000 for two approx.,15% Off + 25% Off
Plum Coffee & Cocktails,₹ 2000 for two approx.,4.3,Multicuisine,4,₹ 2000 for two approx.,15% Off + 25% Off
38 Barracks,₹ 1100 for two approx.,4.2,Multicuisine,4,₹ 1100 for two approx.,15% Off + 25% Off
38 Barracks,₹ 1100 for two approx.,4.2,Multicuisine,4,₹ 1100 for two approx.,15% Off + 25% Off
Gokulam,₹ 500 for two approx.,4.3,South Indian,4,₹ 500 for two approx.,15% Off + 25% Off
Gokulam,₹ 500 for two approx.,4.3,South Indian,4,₹ 500 for two approx.,15% Off + 25% Off
Cafe Hawkers,₹ 1200 for two approx.,3.8,Multicuisine,4,₹ 1200 for two approx.,15% Off + 25% Off
Cafe Hawkers,₹ 1200 for two approx.,3.8,Multicuisine,4,₹ 1200 for two approx.,15% Off + 25% Off
Local,₹ 1200 for two approx.,4.1,Multicuisine,4,₹ 1200 for two approx.,15% Off + 25% Off
Local,₹ 1200 for two approx.,4.1,Multicuisine,4,₹ 1200 for two approx.,15% Off + 25% Off
Duty Free Vayu Bar,₹ 1500 for two approx.,4.4,"Cocktail Menu, Multicuisine",4,₹ 1500 for two approx.,15% Off + 25% Off
Duty Free Vayu Bar,₹ 1500 for two approx.,4.4,"Cocktail Menu, Multicuisine",4,₹ 1500 for two approx.,15% Off + 25% Off
Lazeez Affaire,₹ 1600 for two approx.,4.3,North Indian,5,₹ 1600 for two approx.,15% Off + 25% Off
Lazeez Affaire,₹ 1600 for two approx.,4.3,North Indian,5,₹ 1600 for two approx.,15% Off + 25% Off
Openhouse Cafe,₹ 2000 for two approx.,4.2,Multicuisine,5,₹ 2000 for two approx.,15% Off + 25% Off
Openhouse Cafe,₹ 2000 for two approx.,4.2,Multicuisine,5,₹ 2000 for two approx.,15% Off + 25% Off
Dr. Zombie,₹ 1000 for two approx.,4.3,"Cocktail Menu, Italian",5,₹ 1000 for two approx.,15% Off + 25% Off
Dr. Zombie,₹ 1000 for two approx.,4.3,"Cocktail Menu, Italian",5,₹ 1000 for two approx.,15% Off + 25% Off
Sakura ,₹ 4500 for two approx.,4.0,"Japanese, Sushi",5,₹ 4500 for two approx.,15% Off + 25% Off
Sakura ,₹ 4500 for two approx.,4.0,"Japanese, Sushi",5,₹ 4500 for two approx.,15% Off + 25% Off
Connaught Clubhouse,₹ 1800 for two approx.,4.1,"Multicuisine, Cocktail Menu",5,₹ 1800 for two approx.,15% Off + 25% Off
Connaught Clubhouse,₹ 1800 for two approx.,4.1,"Multicuisine, Cocktail Menu",5,₹ 1800 for two approx.,15% Off + 25% Off
Ghoomar Traditional Thali Restaurant,₹ 1000 for two approx.,3.9,"North Indian, Rajasthani",5,₹ 1000 for two approx.,15% Off + 25% Off
Ghoomar Traditional Thali Restaurant,₹ 1000 for two approx.,3.9,"North Indian, Rajasthani",5,₹ 1000 for two approx.,15% Off + 25% Off
Mister Chai,₹ 2000 for two approx.,5.0,Cafe,5,₹ 2000 for two approx.,15% Off + 25% Off
Mister Chai,₹ 2000 for two approx.,5.0,Cafe,5,₹ 2000 for two approx.,15% Off + 25% Off
Lord of the Drinks,₹ 1800 for two approx.,4.2,"Cocktail Menu, Multicuisine",5,₹ 1800 for two approx.,15% Off + 25% Off
Lord of the Drinks,₹ 1800 for two approx.,4.2,"Cocktail Menu, Multicuisine",5,₹ 1800 for two approx.,15% Off + 25% Off
Chidyaghar Bar,₹ 3000 for two approx.,4.6,Multicuisine,5,₹ 3000 for two approx.,15% Off + 25% Off
Chidyaghar Bar,₹ 3000 for two approx.,4.6,Multicuisine,5,₹ 3000 for two approx.,15% Off + 25% Off
Moti Mahal,₹ 1500 for two approx.,4.2,North Indian,6,₹ 1500 for two approx.,15% Off + 25% Off
Moti Mahal,₹ 1500 for two approx.,4.2,North Indian,6,₹ 1500 for two approx.,15% Off + 25% Off
Gola Sizzlers,₹ 1500 for two approx.,4.3,"Multicuisine, Sizzlers",6,₹ 1500 for two approx.,15% Off + 25% Off
Gola Sizzlers,₹ 1500 for two approx.,4.3,"Multicuisine, Sizzlers",6,₹ 1500 for two approx.,15% Off + 25% Off
Brewocrat - Brewery Skybar & Kitchen,₹ 2000 for two approx.,4.5,"Multicuisine, Cocktail Menu",6,₹ 2000 for two approx.,15% Off + 25% Off
Brewocrat - Brewery Skybar & Kitchen,₹ 2000 for two approx.,4.5,"Multicuisine, Cocktail Menu",6,₹ 2000 for two approx.,15% Off + 25% Off
The Darzi Bar & Kitchen,₹ 1500 for two approx.,3.7,Multicuisine,6,₹ 1500 for two approx.,15% Off + 25% Off
The Darzi Bar & Kitchen,₹ 1500 for two approx.,3.7,Multicuisine,6,₹ 1500 for two approx.,15% Off + 25% Off
Vega,₹ 1700 for two approx.,4.2,North Indian,6,₹ 1700 for two approx.,15% Off + 25% Off
Vega,₹ 1700 for two approx.,4.2,North Indian,6,₹ 1700 for two approx.,15% Off + 25% Off
The Embassy  ,₹ 2000 for two approx.,4.2,Multicuisine,6,₹ 2000 for two approx.,15% Off + 25% Off
The Embassy  ,₹ 2000 for two approx.,4.2,Multicuisine,6,₹ 2000 for two approx.,15% Off + 25% Off
Chido,₹ 1800 for two approx.,3.9,"Cocktail Menu, Multicuisine",6,₹ 1800 for two approx.,15% Off + 25% Off
Chido,₹ 1800 for two approx.,3.9,"Cocktail Menu, Multicuisine",6,₹ 1800 for two approx.,15% Off + 25% Off
Warehouse Cafe,₹ 1300 for two approx.,4.1,"Cocktail Menu, Multicuisine",6,₹ 1300 for two approx.,15% Off + 25% Off
Warehouse Cafe,₹ 1300 for two approx.,4.1,"Cocktail Menu, Multicuisine",6,₹ 1300 for two approx.,15% Off + 25% Off
24/7 Restaurant ,₹ 3000 for two approx.,4.2,Multicuisine,6,₹ 3000 for two approx.,15% Off + 25% Off
24/7 Restaurant ,₹ 3000 for two approx.,4.2,Multicuisine,6,₹ 3000 for two approx.,15% Off + 25% Off
"Chutney, Bar + Tandoor ",₹ 3000 for two approx.,3.5,Indian,7,₹ 3000 for two approx.,15% Off + 25% Off
"Chutney, Bar + Tandoor ",₹ 3000 for two approx.,3.5,Indian,7,₹ 3000 for two approx.,15% Off + 25% Off
Dosa Coffee,₹ 500 for two approx.,5.0,"Beverages, South Indian",7,₹ 500 for two approx.,15% Off + 25% Off
Dosa Coffee,₹ 500 for two approx.,5.0,"Beverages, South Indian",7,₹ 500 for two approx.,15% Off + 25% Off
The Imperial Spice,₹ 2000 for two approx.,4.4,"North Indian, Continental",7,₹ 2000 for two approx.,15% Off + 25% Off
The Imperial Spice,₹ 2000 for two approx.,4.4,"North Indian, Continental",7,₹ 2000 for two approx.,15% Off + 25% Off
Punjab Grill,₹ 2000 for two approx.,4.1,North Indian,7,₹ 2000 for two approx.,15% Off + 25% Off
Punjab Grill,₹ 2000 for two approx.,4.1,North Indian,7,₹ 2000 for two approx.,15% Off + 25% Off
The One ,₹ 3000 for two approx.,4.1,Multicuisine,7,₹ 3000 for two approx.,15% Off + 25% Off
The One ,₹ 3000 for two approx.,4.1,Multicuisine,7,₹ 3000 for two approx.,15% Off + 25% Off
Biryani By Kilo,₹ 700 for two approx.,4.6,Biryani,7,₹ 700 for two approx.,15% Off + 25% Off
Biryani By Kilo,₹ 700 for two approx.,4.6,Biryani,7,₹ 700 for two approx.,15% Off + 25% Off
Shang Palace,₹ 3000 for two approx.,4.5,Chinese,7,₹ 3000 for two approx.,15% Off + 25% Off
Shang Palace,₹ 3000 for two approx.,4.5,Chinese,7,₹ 3000 for two approx.,15% Off + 25% Off
Sorrento,₹ 3000 for two approx.,4.6,Italian,7,₹ 3000 for two approx.,15% Off + 25% Off
Sorrento,₹ 3000 for two approx.,4.6,Italian,7,₹ 3000 for two approx.,15% Off + 25% Off
Roasted,₹ 1000 for two approx.,4.4,"Bakery, Cafe",7,₹ 1000 for two approx.,15% Off + 25% Off
Roasted,₹ 1000 for two approx.,4.4,"Bakery, Cafe",7,₹ 1000 for two approx.,15% Off + 25% Off
Yeti-The Himalayan Kitchen,₹ 1200 for two approx.,4.3,"Chinese, Nepalese, Tibetan",8,₹ 1200 for two approx.,15% Off + 25% Off
Yeti-The Himalayan Kitchen,₹ 1200 for two approx.,4.3,"Chinese, Nepalese, Tibetan",8,₹ 1200 for two approx.,15% Off + 25% Off
OKO,₹ 3500 for two approx.,4.6,Pan Asian,8,₹ 3500 for two approx.,15% Off + 25% Off
OKO,₹ 3500 for two approx.,4.6,Pan Asian,8,₹ 3500 for two approx.,15% Off + 25% Off
Drama Delhi,₹ 1700 for two approx.,3.5,"Indian, Multicuisine",8,₹ 1700 for two approx.,15% Off + 25% Off
Drama Delhi,₹ 1700 for two approx.,3.5,"Indian, Multicuisine",8,₹ 1700 for two approx.,15% Off + 25% Off
Ikk Panjab,₹ 2500 for two approx.,4.9,"North Indian, Punjabi",8,₹ 2500 for two approx.,15% Off + 25% Off
Ikk Panjab,₹ 2500 for two approx.,4.9,"North Indian, Punjabi",8,₹ 2500 for two approx.,15% Off + 25% Off
Baluchi ,₹ 2500 for two approx.,4.0,North Indian,8,₹ 2500 for two approx.,15% Off + 25% Off
Baluchi ,₹ 2500 for two approx.,4.0,North Indian,8,₹ 2500 for two approx.,15% Off + 25% Off
Nook,₹ 1800 for two approx.,4.4,Multicuisine,8,₹ 1800 for two approx.,15% Off + 25% Off
Nook,₹ 1800 for two approx.,4.4,Multicuisine,8,₹ 1800 for two approx.,15% Off + 25% Off
The Great Kabab Factory,₹ 2600 for two approx.,4.2,"North Indian, Kababs",8,₹ 2600 for two approx.,15% Off + 25% Off
The Great Kabab Factory,₹ 2600 for two approx.,4.2,"North Indian, Kababs",8,₹ 2600 for two approx.,15% Off + 25% Off
HarleQuin,₹ 1500 for two approx.,3.1,"Cocktail Menu, Multicuisine",8,₹ 1500 for two approx.,15% Off + 25% Off
HarleQuin,₹ 1500 for two approx.,3.1,"Cocktail Menu, Multicuisine",8,₹ 1500 for two approx.,15% Off + 25% Off
Taste of China,₹ 1100 for two approx.,4.2,Chinese,8,₹ 1100 for two approx.,15% Off + 25% Off
Taste of China,₹ 1100 for two approx.,4.2,Chinese,8,₹ 1100 for two approx.,15% Off + 25% Off
Mount Fuji,₹ 1500 for two approx.,4.7,Asian,9,₹ 1500 for two approx.,15% Off + 25% Off
Mount Fuji,₹ 1500 for two approx.,4.7,Asian,9,₹ 1500 for two approx.,15% Off + 25% Off
Biryani Blues,₹ 700 for two approx.,4.0,Biryani,9,₹ 700 for two approx.,15% Off + 25% Off
Biryani Blues,₹ 700 for two approx.,4.0,Biryani,9,₹ 700 for two approx.,15% Off + 25% Off
" MIST, THE Park New Delhi",₹ 2500 for two approx.,4.0,Multicuisine,9,₹ 2500 for two approx.,15% Off + 25% Off
" MIST, THE Park New Delhi",₹ 2500 for two approx.,4.0,Multicuisine,9,₹ 2500 for two approx.,15% Off + 25% Off
Bikanervala,₹ 400 for two approx.,3.0,Indian,9,₹ 400 for two approx.,15% Off + 25% Off
Bikanervala,₹ 400 for two approx.,3.0,Indian,9,₹ 400 for two approx.,15% Off + 25% Off
The Flavor Factory,₹ 800 for two approx.,4.1,South Indian,9,₹ 800 for two approx.,15% Off + 25% Off
The Flavor Factory,₹ 800 for two approx.,4.1,South Indian,9,₹ 800 for two approx.,15% Off + 25% Off
Parikrama The Revolving Restaurant,₹ 2000 for two approx.,4.6,Multicuisine,9,₹ 2000 for two approx.,15% Off + 25% Off
Parikrama The Revolving Restaurant,₹ 2000 for two approx.,4.6,Multicuisine,9,₹ 2000 for two approx.,15% Off + 25% Off
Ce La Vie,₹ 1800 for two approx.,3.9,"Italian, Lebanese, Pan Asian, Asian, Continental",9,₹ 1800 for two approx.,15% Off + 25% Off
Ce La Vie,₹ 1800 for two approx.,3.9,"Italian, Lebanese, Pan Asian, Asian, Continental",9,₹ 1800 for two approx.,15% Off + 25% Off
QBA,₹ 1500 for two approx.,4.3,Multicuisine,9,₹ 1500 for two approx.,15% Off + 25% Off
QBA,₹ 1500 for two approx.,4.3,Multicuisine,9,₹ 1500 for two approx.,15% Off + 25% Off
Karigari By Chef Harpal Singh Sokhi,₹ 1800 for two approx.,3.9,"North Indian, Biryani, Desserts, Mughlai, Kebabs",9,₹ 1800 for two approx.,15% Off + 25% Off
Karigari By Chef Harpal Singh Sokhi,₹ 1800 for two approx.,3.9,"North Indian, Biryani, Desserts, Mughlai, Kebabs",9,₹ 1800 for two approx.,15% Off + 25% Off
The G T Road,₹ 2200 for two approx.,4.4,"Barbeque, Beverages, Desserts, Finger Food, Indian, Mughlai, North Indian",10,₹ 2200 for two approx.,15% Off + 25% Off
The G T Road,₹ 2200 for two approx.,4.4,"Barbeque, Beverages, Desserts, Finger Food, Indian, Mughlai, North Indian",10,₹ 2200 for two approx.,15% Off + 25% Off
Viva ,₹ 2000 for two approx.,4.3,Multicuisine,10,₹ 2000 for two approx.,15% Off + 25% Off
Viva ,₹ 2000 for two approx.,4.3,Multicuisine,10,₹ 2000 for two approx.,15% Off + 25% Off
Cedar Clubhouse,₹ 1800 for two approx.,3.4,"Cocktail Menu, Multicuisine",10,₹ 1800 for two approx.,15% Off + 25% Off
Cedar Clubhouse,₹ 1800 for two approx.,3.4,"Cocktail Menu, Multicuisine",10,₹ 1800 for two approx.,15% Off + 25% Off
MKT,₹ 2500 for two approx.,4.5,Multicuisine,10,₹ 2500 for two approx.,15% Off + 25% Off
MKT,₹ 2500 for two approx.,4.5,Multicuisine,10,₹ 2500 for two approx.,15% Off + 25% Off
Farzi Cafe,₹ 1500 for two approx.,4.2,Modern Indian,10,₹ 1500 for two approx.,15% Off + 25% Off
Farzi Cafe,₹ 1500 for two approx.,4.2,Modern Indian,10,₹ 1500 for two approx.,15% Off + 25% Off
The Immigrant Cafe,₹ 1200 for two approx.,4.3,Multicuisine,10,₹ 1200 for two approx.,15% Off + 25% Off
The Immigrant Cafe,₹ 1200 for two approx.,4.3,Multicuisine,10,₹ 1200 for two approx.,15% Off + 25% Off
WITC - Wok In The Clouds,₹ 2000 for two approx.,4.3,"Cocktail Menu, Multicuisine",10,₹ 2000 for two approx.,15% Off + 25% Off
WITC - Wok In The Clouds,₹ 2000 for two approx.,4.3,"Cocktail Menu, Multicuisine",10,₹ 2000 for two approx.,15% Off + 25% Off
Rhaas ,₹ 800 for two approx.,4.0,Multicuisine,10,₹ 800 for two approx.,15% Off + 25% Off
Rhaas ,₹ 800 for two approx.,4.0,Multicuisine,10,₹ 800 for two approx.,15% Off + 25% Off
 Pure Shudh,₹ 500 for two approx.,5.0,"Chinese, Indian",10,₹ 500 for two approx.,15% Off + 25% Off
 Pure Shudh,₹ 500 for two approx.,5.0,"Chinese, Indian",10,₹ 500 for two approx.,15% Off + 25% Off
Chili's,₹ 1500 for two approx.,4.3,Multicuisine,11,₹ 1500 for two approx.,15% Off + 25% Off
Chili's,₹ 1500 for two approx.,4.3,Multicuisine,11,₹ 1500 for two approx.,15% Off + 25% Off
Bheemeshwara - A South Indian Delicacy,₹ 1000 for two approx.,4.7,South Indian,11,₹ 1000 for two approx.,15% Off + 25% Off
Bheemeshwara - A South Indian Delicacy,₹ 1000 for two approx.,4.7,South Indian,11,₹ 1000 for two approx.,15% Off + 25% Off
Dhaba - Estd 1986 Delhi,₹ 2200 for two approx.,4.2,North Indian,11,₹ 2200 for two approx.,15% Off + 25% Off
Dhaba - Estd 1986 Delhi,₹ 2200 for two approx.,4.2,North Indian,11,₹ 2200 for two approx.,15% Off + 25% Off
Cafe NH8,₹ 1600 for two approx.,4.4,Italian,11,₹ 1600 for two approx.,15% Off + 25% Off
Cafe NH8,₹ 1600 for two approx.,4.4,Italian,11,₹ 1600 for two approx.,15% Off + 25% Off
Berco's,₹ 750 for two approx.,4.6,Chinese,11,₹ 750 for two approx.,15% Off + 25% Off
Berco's,₹ 750 for two approx.,4.6,Chinese,11,₹ 750 for two approx.,15% Off + 25% Off
Indus Flavour (Proudly Vegetarian),₹ 1000 for two approx.,4.0,Multicuisine,11,₹ 1000 for two approx.,15% Off + 25% Off
Indus Flavour (Proudly Vegetarian),₹ 1000 for two approx.,4.0,Multicuisine,11,₹ 1000 for two approx.,15% Off + 25% Off
Themis Barbecue House,₹ 2400 for two approx.,4.9,Multicuisine,11,₹ 2400 for two approx.,15% Off + 25% Off
Themis Barbecue House,₹ 2400 for two approx.,4.9,Multicuisine,11,₹ 2400 for two approx.,15% Off + 25% Off
Zuvaah Terrace Bar & Kitchen,₹ 1200 for two approx.,4.3,"Multicuisine, Cocktail Menu",11,₹ 1200 for two approx.,15% Off + 25% Off
Zuvaah Terrace Bar & Kitchen,₹ 1200 for two approx.,4.3,"Multicuisine, Cocktail Menu",11,₹ 1200 for two approx.,15% Off + 25% Off
KOKKINOS,₹ 2000 for two approx.,4.7,Multicuisine,11,₹ 2000 for two approx.,15% Off + 25% Off
KOKKINOS,₹ 2000 for two approx.,4.7,Multicuisine,11,₹ 2000 for two approx.,15% Off + 25% Off
Dutyfree My Pocket Friendly Bar,₹ 1900 for two approx.,3.3,Multicuisine,12,₹ 1900 for two approx.,15% Off + 25% Off
Dutyfree My Pocket Friendly Bar,₹ 1900 for two approx.,3.3,Multicuisine,12,₹ 1900 for two approx.,15% Off + 25% Off
Kampai,₹ 1800 for two approx.,4.6,Japanese,12,₹ 1800 for two approx.,15% Off + 25% Off
Kampai,₹ 1800 for two approx.,4.6,Japanese,12,₹ 1800 for two approx.,15% Off + 25% Off
Caffé Tonino,₹ 1000 for two approx.,4.5,Italian,12,₹ 1000 for two approx.,15% Off + 25% Off
Caffé Tonino,₹ 1000 for two approx.,4.5,Italian,12,₹ 1000 for two approx.,15% Off + 25% Off
DEL,₹ 3000 for two approx.,4.3,"Desserts, European, Pan Asian, North Indian, Italian, Finger Food, Indian, Continental",12,₹ 3000 for two approx.,15% Off + 25% Off
DEL,₹ 3000 for two approx.,4.3,"Desserts, European, Pan Asian, North Indian, Italian, Finger Food, Indian, Continental",12,₹ 3000 for two approx.,15% Off + 25% Off
Eau De Monsoon,₹ 4000 for two approx.,4.4,Modern Indian,12,₹ 4000 for two approx.,15% Off + 25% Off
Eau De Monsoon,₹ 4000 for two approx.,4.4,Modern Indian,12,₹ 4000 for two approx.,15% Off + 25% Off
Royal Bistro Brewery,₹ 2500 for two approx.,4.7,Multicuisine,12,₹ 2500 for two approx.,15% Off + 25% Off
Royal Bistro Brewery,₹ 2500 for two approx.,4.7,Multicuisine,12,₹ 2500 for two approx.,15% Off + 25% Off
The Imperial Spice,₹ 2000 for two approx.,4.9,"Continental, North Indian",12,₹ 2000 for two approx.,15% Off + 25% Off
The Imperial Spice,₹ 2000 for two approx.,4.9,"Continental, North Indian",12,₹ 2000 for two approx.,15% Off + 25% Off
TEO - Lounge & Bar,₹ 1200 for two approx.,4.0,"Italian, Mughlai, North Indian, Chinese, Finger Food, Pizza, Multicuisine, Beverages",12,₹ 1200 for two approx.,15% Off + 25% Off
TEO - Lounge & Bar,₹ 1200 for two approx.,4.0,"Italian, Mughlai, North Indian, Chinese, Finger Food, Pizza, Multicuisine, Beverages",12,₹ 1200 for two approx.,15% Off + 25% Off
The Flying Trunk,₹ 3500 for two approx.,4.0,Asian,12,₹ 3500 for two approx.,15% Off + 25% Off
The Flying Trunk,₹ 3500 for two approx.,4.0,Asian,12,₹ 3500 for two approx.,15% Off + 25% Off
Gourmet Bar,₹ 3000 for two approx.,4.0,Multicuisine,13,₹ 3000 for two approx.,15% Off + 25% Off
Gourmet Bar,₹ 3000 for two approx.,4.0,Multicuisine,13,₹ 3000 for two approx.,15% Off + 25% Off
Cafe Delhi Heights,₹ 1500 for two approx.,4.4,Multicuisine,13,₹ 1500 for two approx.,15% Off + 25% Off
Cafe Delhi Heights,₹ 1500 for two approx.,4.4,Multicuisine,13,₹ 1500 for two approx.,15% Off + 25% Off
Thyme,₹ 1800 for two approx.,4.1,Multicuisine,13,₹ 1800 for two approx.,15% Off + 25% Off
Thyme,₹ 1800 for two approx.,4.1,Multicuisine,13,₹ 1800 for two approx.,15% Off + 25% Off
J's Contemporary Oriental,₹ 1500 for two approx.,4.6,oriental,13,₹ 1500 for two approx.,15% Off + 25% Off
J's Contemporary Oriental,₹ 1500 for two approx.,4.6,oriental,13,₹ 1500 for two approx.,15% Off + 25% Off
