Hotel_name,Price,Rating,Type,Pagenum,Original_price,Discount
Latoya,₹ 5000 for two approx.,4.7,Latin American,110,₹ 5000 for two approx.,15% Off + 25% Off
Peng You Quan,₹ 1200 for two approx.,4.8,Chinese,110,₹ 1200 for two approx.,15% Off + 25% Off
Peng You Quan,₹ 1200 for two approx.,4.8,Chinese,110,₹ 1200 for two approx.,15% Off + 25% Off
Cafe Kuvo,₹ 800 for two approx.,5.0,Cafe,110,₹ 800 for two approx.,15% Off + 25% Off
Cafe Kuvo,₹ 800 for two approx.,5.0,Cafe,110,₹ 800 for two approx.,15% Off + 25% Off
Dolche by Duty Free,₹ 2800 for two approx.,4.0,Multicuisine,110,₹ 2800 for two approx.,15% Off + 25% Off
Dolche by Duty Free,₹ 2800 for two approx.,4.0,Multicuisine,110,₹ 2800 for two approx.,15% Off + 25% Off
Cibo,₹ 1200 for two approx.,4.6,Multicuisine,110,₹ 1200 for two approx.,15% Off + 25% Off
Cibo,₹ 1200 for two approx.,4.6,Multicuisine,110,₹ 1200 for two approx.,15% Off + 25% Off
Veggie Art,₹ 1000 for two approx.,4.0,Multicuisine,110,₹ 1000 for two approx.,15% Off + 25% Off
Veggie Art,₹ 1000 for two approx.,4.0,Multicuisine,110,₹ 1000 for two approx.,15% Off + 25% Off
Ambrosia,₹ 1500 for two approx.,4.1,Multicuisine,110,₹ 1500 for two approx.,15% Off + 25% Off
Ambrosia,₹ 1500 for two approx.,4.1,Multicuisine,110,₹ 1500 for two approx.,15% Off + 25% Off
Delhi Pavilion,₹ 3000 for two approx.,4.2,Multicuisine,110,₹ 3000 for two approx.,15% Off + 25% Off
Delhi Pavilion,₹ 3000 for two approx.,4.2,Multicuisine,110,₹ 3000 for two approx.,15% Off + 25% Off
Tayles,₹ 3000 for two approx.,5.0,Finger Food,110,₹ 3000 for two approx.,15% Off + 25% Off
Tayles,₹ 3000 for two approx.,5.0,Finger Food,110,₹ 3000 for two approx.,15% Off + 25% Off
Food Mohalla,₹ 500 for two approx.,4.0,Multicuisine,111,₹ 500 for two approx.,15% Off + 25% Off
Food Mohalla,₹ 500 for two approx.,4.0,Multicuisine,111,₹ 500 for two approx.,15% Off + 25% Off
Marbia,₹ 2000 for two approx.,4.0,Multicuisine,111,₹ 2000 for two approx.,15% Off + 25% Off
Marbia,₹ 2000 for two approx.,4.0,Multicuisine,111,₹ 2000 for two approx.,15% Off + 25% Off
Adrift Kaya,₹ 5000 for two approx.,4.7,Japanese,111,₹ 5000 for two approx.,15% Off + 25% Off
Adrift Kaya,₹ 5000 for two approx.,4.7,Japanese,111,₹ 5000 for two approx.,15% Off + 25% Off
The Weekend Wine & More,₹ 1500 for two approx.,2.0,Multicuisine,111,₹ 1500 for two approx.,15% Off + 25% Off
The Weekend Wine & More,₹ 1500 for two approx.,2.0,Multicuisine,111,₹ 1500 for two approx.,15% Off + 25% Off
Courtyard Revibe,₹ 1000 for two approx.,3.5,Multicuisine,111,₹ 1000 for two approx.,15% Off + 25% Off
Courtyard Revibe,₹ 1000 for two approx.,3.5,Multicuisine,111,₹ 1000 for two approx.,15% Off + 25% Off
The Prizm,₹ 800 for two approx.,4.3,"Beverages, Multicuisine",111,₹ 800 for two approx.,15% Off + 25% Off
The Prizm,₹ 800 for two approx.,4.3,"Beverages, Multicuisine",111,₹ 800 for two approx.,15% Off + 25% Off
Le Cantine,₹ 1200 for two approx.,4.3,European,111,₹ 1200 for two approx.,15% Off + 25% Off
Le Cantine,₹ 1200 for two approx.,4.3,European,111,₹ 1200 for two approx.,15% Off + 25% Off
Meraak A Culinary Tale,₹ 1600 for two approx.,4.0,Multicuisine,111,₹ 1600 for two approx.,15% Off + 25% Off
Meraak A Culinary Tale,₹ 1600 for two approx.,4.0,Multicuisine,111,₹ 1600 for two approx.,15% Off + 25% Off
Kiyan ,₹ 2800 for two approx.,4.6,Multicuisine,111,₹ 2800 for two approx.,15% Off + 25% Off
Kiyan ,₹ 2800 for two approx.,4.6,Multicuisine,111,₹ 2800 for two approx.,15% Off + 25% Off
Begeterre,₹ 2000 for two approx.,4.2,Multicuisine,112,₹ 2000 for two approx.,15% Off + 25% Off
Begeterre,₹ 2000 for two approx.,4.2,Multicuisine,112,₹ 2000 for two approx.,15% Off + 25% Off
Vapour Bar Exchange,₹ 1600 for two approx.,4.4,"Cocktail Menu, Multicuisine",112,₹ 1600 for two approx.,15% Off + 25% Off
Vapour Bar Exchange,₹ 1600 for two approx.,4.4,"Cocktail Menu, Multicuisine",112,₹ 1600 for two approx.,15% Off + 25% Off
Sky Grill - A Mediterranean Experience,₹ 2400 for two approx.,5.0,Mediterranean,112,₹ 2400 for two approx.,15% Off + 25% Off
Sky Grill - A Mediterranean Experience,₹ 2400 for two approx.,5.0,Mediterranean,112,₹ 2400 for two approx.,15% Off + 25% Off
Cafe D'or,₹ 1600 for two approx.,4.0,Multicuisine,112,₹ 1600 for two approx.,15% Off + 25% Off
Cafe D'or,₹ 1600 for two approx.,4.0,Multicuisine,112,₹ 1600 for two approx.,15% Off + 25% Off
B Takshila,₹ 800 for two approx.,5.0,Multicuisine,112,₹ 800 for two approx.,15% Off + 25% Off
B Takshila,₹ 800 for two approx.,5.0,Multicuisine,112,₹ 800 for two approx.,15% Off + 25% Off
OG's Pizza & Grill,₹ 1800 for two approx.,4.6,Italian,112,₹ 1800 for two approx.,15% Off + 25% Off
OG's Pizza & Grill,₹ 1800 for two approx.,4.6,Italian,112,₹ 1800 for two approx.,15% Off + 25% Off
Puratan - Family Restaurant & Bar,₹ 1200 for two approx.,4.0,North Indian,112,₹ 1200 for two approx.,15% Off + 25% Off
Puratan - Family Restaurant & Bar,₹ 1200 for two approx.,4.0,North Indian,112,₹ 1200 for two approx.,15% Off + 25% Off
The Beer Mug,₹ 1500 for two approx.,4.0,Multicuisine,112,₹ 1500 for two approx.,15% Off + 25% Off
The Beer Mug,₹ 1500 for two approx.,4.0,Multicuisine,112,₹ 1500 for two approx.,15% Off + 25% Off
Paltan,₹ 800 for two approx.,4.3,North Indian,112,₹ 800 for two approx.,15% Off + 25% Off
Paltan,₹ 800 for two approx.,4.3,North Indian,112,₹ 800 for two approx.,15% Off + 25% Off
Chatori Kitchen,₹ 1500 for two approx.,5.0,"Chinese, North Indian",113,₹ 1500 for two approx.,15% Off + 25% Off
Chatori Kitchen,₹ 1500 for two approx.,5.0,"Chinese, North Indian",113,₹ 1500 for two approx.,15% Off + 25% Off
Nukkad Cafe And Bar,₹ 2000 for two approx.,4.2,"Cocktail Menu, Multicuisine",113,₹ 2000 for two approx.,15% Off + 25% Off
Nukkad Cafe And Bar,₹ 2000 for two approx.,4.2,"Cocktail Menu, Multicuisine",113,₹ 2000 for two approx.,15% Off + 25% Off
Jalsa Air Bar,₹ 1200 for two approx.,4.3,Multicuisine,113,₹ 1200 for two approx.,15% Off + 25% Off
Jalsa Air Bar,₹ 1200 for two approx.,4.3,Multicuisine,113,₹ 1200 for two approx.,15% Off + 25% Off
Black Lotus,₹ 1200 for two approx.,5.0,Pan Asian,113,₹ 1200 for two approx.,15% Off + 25% Off
Black Lotus,₹ 1200 for two approx.,5.0,Pan Asian,113,₹ 1200 for two approx.,15% Off + 25% Off
Cafe DEM,₹ 1400 for two approx.,4.1,Multicuisine,113,₹ 1400 for two approx.,15% Off + 25% Off
Cafe DEM,₹ 1400 for two approx.,4.1,Multicuisine,113,₹ 1400 for two approx.,15% Off + 25% Off
Cafe Nipaso,₹ 800 for two approx.,5.0,Multicuisine,113,₹ 800 for two approx.,15% Off + 25% Off
Cafe Nipaso,₹ 800 for two approx.,5.0,Multicuisine,113,₹ 800 for two approx.,15% Off + 25% Off
 Laidback Cafe,₹ 1900 for two approx.,4.1,Multicuisine,113,₹ 1900 for two approx.,15% Off + 25% Off
 Laidback Cafe,₹ 1900 for two approx.,4.1,Multicuisine,113,₹ 1900 for two approx.,15% Off + 25% Off
The Palette Cafe,₹ 1200 for two approx.,4.6,Multicuisine,113,₹ 1200 for two approx.,15% Off + 25% Off
The Palette Cafe,₹ 1200 for two approx.,4.6,Multicuisine,113,₹ 1200 for two approx.,15% Off + 25% Off
Cïel ,₹ 1500 for two approx.,4.0,Multicuisine,113,₹ 1500 for two approx.,15% Off + 25% Off
Cïel ,₹ 1500 for two approx.,4.0,Multicuisine,113,₹ 1500 for two approx.,15% Off + 25% Off
Palmyra,₹ 2500 for two approx.,4.4,Multicuisine,114,₹ 2500 for two approx.,15% Off + 25% Off
Palmyra,₹ 2500 for two approx.,4.4,Multicuisine,114,₹ 2500 for two approx.,15% Off + 25% Off
STORY Club & Lounge,₹ 3000 for two approx.,4.5,"Multicuisine, Cocktail Menu",114,₹ 3000 for two approx.,15% Off + 25% Off
STORY Club & Lounge,₹ 3000 for two approx.,4.5,"Multicuisine, Cocktail Menu",114,₹ 3000 for two approx.,15% Off + 25% Off
Shanghai Bar & Lounge,₹ 1600 for two approx.,4.8,"Cocktail Menu, Finger Food",114,₹ 1600 for two approx.,15% Off + 25% Off
Shanghai Bar & Lounge,₹ 1600 for two approx.,4.8,"Cocktail Menu, Finger Food",114,₹ 1600 for two approx.,15% Off + 25% Off
Crave Bar,₹ 2000 for two approx.,3.8,Multicuisine,114,₹ 2000 for two approx.,15% Off + 25% Off
Crave Bar,₹ 2000 for two approx.,3.8,Multicuisine,114,₹ 2000 for two approx.,15% Off + 25% Off
LaBash,₹ 1700 for two approx.,4.0,Multicuisine,114,₹ 1700 for two approx.,15% Off + 25% Off
LaBash,₹ 1700 for two approx.,4.0,Multicuisine,114,₹ 1700 for two approx.,15% Off + 25% Off
Blooms Cafe & Lounge,₹ 1000 for two approx.,4.0,Multicuisine,114,₹ 1000 for two approx.,15% Off + 25% Off
Blooms Cafe & Lounge,₹ 1000 for two approx.,4.0,Multicuisine,114,₹ 1000 for two approx.,15% Off + 25% Off
Juuls,₹ 1000 for two approx.,3.7,Multicuisine,114,₹ 1000 for two approx.,15% Off + 25% Off
Juuls,₹ 1000 for two approx.,3.7,Multicuisine,114,₹ 1000 for two approx.,15% Off + 25% Off
34 Masala Lane,₹ 700 for two approx.,4.3,Multicuisine,114,₹ 700 for two approx.,15% Off + 25% Off
34 Masala Lane,₹ 700 for two approx.,4.3,Multicuisine,114,₹ 700 for two approx.,15% Off + 25% Off
Ethyl,₹ 4000 for two approx.,4.3,Finger Food,114,₹ 4000 for two approx.,15% Off + 25% Off
Ethyl,₹ 4000 for two approx.,4.3,Finger Food,114,₹ 4000 for two approx.,15% Off + 25% Off
DumJosh,₹ 1200 for two approx.,4.2,Indian,115,₹ 1200 for two approx.,15% Off + 25% Off
DumJosh,₹ 1200 for two approx.,4.2,Indian,115,₹ 1200 for two approx.,15% Off + 25% Off
Zoca Diner,₹ 1200 for two approx.,4.8,Multicuisine,115,₹ 1200 for two approx.,15% Off + 25% Off
Zoca Diner,₹ 1200 for two approx.,4.8,Multicuisine,115,₹ 1200 for two approx.,15% Off + 25% Off
Zaza - All Day Dining,₹ 1500 for two approx.,3.0,Multicuisine,115,₹ 1500 for two approx.,15% Off + 25% Off
Zaza - All Day Dining,₹ 1500 for two approx.,3.0,Multicuisine,115,₹ 1500 for two approx.,15% Off + 25% Off
Bottle House,₹ 1000 for two approx.,4.5,Multicuisine,115,₹ 1000 for two approx.,15% Off + 25% Off
Bottle House,₹ 1000 for two approx.,4.5,Multicuisine,115,₹ 1000 for two approx.,15% Off + 25% Off
Tathastu Clubstraunt & Bar,₹ 1200 for two approx.,3.7,Multicuisine,115,₹ 1200 for two approx.,15% Off + 25% Off
Tathastu Clubstraunt & Bar,₹ 1200 for two approx.,3.7,Multicuisine,115,₹ 1200 for two approx.,15% Off + 25% Off
Red Chilli,₹ 1000 for two approx.,4.2,North Indian,115,₹ 1000 for two approx.,15% Off + 25% Off
Red Chilli,₹ 1000 for two approx.,4.2,North Indian,115,₹ 1000 for two approx.,15% Off + 25% Off
Comorin,₹ 1800 for two approx.,4.7,"Indian, Cocktail Menu",115,₹ 1800 for two approx.,15% Off + 25% Off
Comorin,₹ 1800 for two approx.,4.7,"Indian, Cocktail Menu",115,₹ 1800 for two approx.,15% Off + 25% Off
Angara,₹ 1000 for two approx.,4.0,Multicuisine,115,₹ 1000 for two approx.,15% Off + 25% Off
Angara,₹ 1000 for two approx.,4.0,Multicuisine,115,₹ 1000 for two approx.,15% Off + 25% Off
Finns Cafe,₹ 1100 for two approx.,5.0,Multicuisine,115,₹ 1100 for two approx.,15% Off + 25% Off
Finns Cafe,₹ 1100 for two approx.,5.0,Multicuisine,115,₹ 1100 for two approx.,15% Off + 25% Off
Matamaal,₹ 600 for two approx.,4.5,Kashmiri,116,₹ 600 for two approx.,15% Off + 25% Off
Matamaal,₹ 600 for two approx.,4.5,Kashmiri,116,₹ 600 for two approx.,15% Off + 25% Off
In The Punjab,₹ 1500 for two approx.,3.8,North Indian,116,₹ 1500 for two approx.,15% Off + 25% Off
In The Punjab,₹ 1500 for two approx.,3.8,North Indian,116,₹ 1500 for two approx.,15% Off + 25% Off
Foresta,₹ 800 for two approx.,4.5,Multicuisine,116,₹ 800 for two approx.,15% Off + 25% Off
Foresta,₹ 800 for two approx.,4.5,Multicuisine,116,₹ 800 for two approx.,15% Off + 25% Off
Kocktails & Kurries,₹ 1200 for two approx.,4.2,Multicuisine,116,₹ 1200 for two approx.,15% Off + 25% Off
Kocktails & Kurries,₹ 1200 for two approx.,4.2,Multicuisine,116,₹ 1200 for two approx.,15% Off + 25% Off
ShiShi,₹ 1800 for two approx.,4.0,Multicuisine,116,₹ 1800 for two approx.,15% Off + 25% Off
ShiShi,₹ 1800 for two approx.,4.0,Multicuisine,116,₹ 1800 for two approx.,15% Off + 25% Off
6 Ballygunge Place,₹ 1000 for two approx.,4.3,Multicuisine,116,₹ 1000 for two approx.,15% Off + 25% Off
6 Ballygunge Place,₹ 1000 for two approx.,4.3,Multicuisine,116,₹ 1000 for two approx.,15% Off + 25% Off
Drunken Affair,₹ 1100 for two approx.,4.0,"Cocktail Menu, Multicuisine",116,₹ 1100 for two approx.,15% Off + 25% Off
Drunken Affair,₹ 1100 for two approx.,4.0,"Cocktail Menu, Multicuisine",116,₹ 1100 for two approx.,15% Off + 25% Off
Dakshin ,₹ 4000 for two approx.,4.5,South Indian,116,₹ 4000 for two approx.,15% Off + 25% Off
Dakshin ,₹ 4000 for two approx.,4.5,South Indian,116,₹ 4000 for two approx.,15% Off + 25% Off
Mahabelly,₹ 1500 for two approx.,4.6,South Indian,116,₹ 1500 for two approx.,15% Off + 25% Off
Mahabelly,₹ 1500 for two approx.,4.6,South Indian,116,₹ 1500 for two approx.,15% Off + 25% Off
DKK,₹ 3200 for two approx.,4.2,Multicuisine,117,₹ 3200 for two approx.,15% Off + 25% Off
DKK,₹ 3200 for two approx.,4.2,Multicuisine,117,₹ 3200 for two approx.,15% Off + 25% Off
Cdeli,₹ 1100 for two approx.,4.0,Multicuisine,117,₹ 1100 for two approx.,15% Off + 25% Off
Cdeli,₹ 1100 for two approx.,4.0,Multicuisine,117,₹ 1100 for two approx.,15% Off + 25% Off
 Boho Bistro,₹ 1200 for two approx.,4.7,Continental,117,₹ 1200 for two approx.,15% Off + 25% Off
 Boho Bistro,₹ 1200 for two approx.,4.7,Continental,117,₹ 1200 for two approx.,15% Off + 25% Off
Swan,₹ 2000 for two approx.,4.4,"Italian, Japanese",117,₹ 2000 for two approx.,15% Off + 25% Off
Swan,₹ 2000 for two approx.,4.4,"Italian, Japanese",117,₹ 2000 for two approx.,15% Off + 25% Off
Lounge & Bar,₹ 2100 for two approx.,4.5,"Cocktail Menu, Finger Food",117,₹ 2100 for two approx.,15% Off + 25% Off
Lounge & Bar,₹ 2100 for two approx.,4.5,"Cocktail Menu, Finger Food",117,₹ 2100 for two approx.,15% Off + 25% Off
Akra,₹ 1500 for two approx.,2.3,Multicuisine,117,₹ 1500 for two approx.,15% Off + 25% Off
Akra,₹ 1500 for two approx.,2.3,Multicuisine,117,₹ 1500 for two approx.,15% Off + 25% Off
Prate Cafe,₹ 1400 for two approx.,5.0,Multicuisine,117,₹ 1400 for two approx.,15% Off + 25% Off
Prate Cafe,₹ 1400 for two approx.,5.0,Multicuisine,117,₹ 1400 for two approx.,15% Off + 25% Off
Ping's Café Orient,₹ 700 for two approx.,4.5,"Cocktail Menu, Pan Asian",117,₹ 700 for two approx.,15% Off + 25% Off
Ping's Café Orient,₹ 700 for two approx.,4.5,"Cocktail Menu, Pan Asian",117,₹ 700 for two approx.,15% Off + 25% Off
Dhaba 28,₹ 800 for two approx.,5.0,Multicuisine,117,₹ 800 for two approx.,15% Off + 25% Off
Dhaba 28,₹ 800 for two approx.,5.0,Multicuisine,117,₹ 800 for two approx.,15% Off + 25% Off
Soul Mykonos,₹ 1500 for two approx.,4.1,"Italian, North Indian",118,₹ 1500 for two approx.,15% Off + 25% Off
Soul Mykonos,₹ 1500 for two approx.,4.1,"Italian, North Indian",118,₹ 1500 for two approx.,15% Off + 25% Off
Bulach,₹ 4000 for two approx.,1.8,"European, Mediterranean, Middle Eastern, Turkish",118,₹ 4000 for two approx.,15% Off + 25% Off
Bulach,₹ 4000 for two approx.,1.8,"European, Mediterranean, Middle Eastern, Turkish",118,₹ 4000 for two approx.,15% Off + 25% Off
Masala Munch Vegetarian Restaurant,₹ 800 for two approx.,4.4,Multicuisine,118,₹ 800 for two approx.,15% Off + 25% Off
Masala Munch Vegetarian Restaurant,₹ 800 for two approx.,4.4,Multicuisine,118,₹ 800 for two approx.,15% Off + 25% Off
Blinkk Bar and Dining,₹ 1800 for two approx.,4.0,Multicuisine,118,₹ 1800 for two approx.,15% Off + 25% Off
Blinkk Bar and Dining,₹ 1800 for two approx.,4.0,Multicuisine,118,₹ 1800 for two approx.,15% Off + 25% Off
Sankalp A Multicuisine Restaurant,₹ 1200 for two approx.,3.7,Multicuisine,118,₹ 1200 for two approx.,15% Off + 25% Off
Sankalp A Multicuisine Restaurant,₹ 1200 for two approx.,3.7,Multicuisine,118,₹ 1200 for two approx.,15% Off + 25% Off
Bella Ciao,₹ 1300 for two approx.,3.7,Multicuisine,118,₹ 1300 for two approx.,15% Off + 25% Off
Bella Ciao,₹ 1300 for two approx.,3.7,Multicuisine,118,₹ 1300 for two approx.,15% Off + 25% Off
Punjabi Chaap Corner,₹ 600 for two approx.,4.0,Multicuisine,118,₹ 600 for two approx.,15% Off + 25% Off
Punjabi Chaap Corner,₹ 600 for two approx.,4.0,Multicuisine,118,₹ 600 for two approx.,15% Off + 25% Off
The Bar,₹ 1500 for two approx.,4.0,Finger Food,118,₹ 1500 for two approx.,15% Off + 25% Off
The Bar,₹ 1500 for two approx.,4.0,Finger Food,118,₹ 1500 for two approx.,15% Off + 25% Off
Poornatva Organic Cafe And Bakery,₹ 1000 for two approx.,4.0,Bakery,118,₹ 1000 for two approx.,15% Off + 25% Off
Poornatva Organic Cafe And Bakery,₹ 1000 for two approx.,4.0,Bakery,118,₹ 1000 for two approx.,15% Off + 25% Off
Morni House Cafe And Terrace,₹ 1000 for two approx.,4.0,Multicuisine,119,₹ 1000 for two approx.,15% Off + 25% Off
Morni House Cafe And Terrace,₹ 1000 for two approx.,4.0,Multicuisine,119,₹ 1000 for two approx.,15% Off + 25% Off
Ilios,₹ 1500 for two approx.,4.0,Multicuisine,119,₹ 1500 for two approx.,15% Off + 25% Off
Ilios,₹ 1500 for two approx.,4.0,Multicuisine,119,₹ 1500 for two approx.,15% Off + 25% Off
Peach - Microbrewery bar & Kitchen ,₹ 1800 for two approx.,3.0,Multicuisine,119,₹ 1800 for two approx.,15% Off + 25% Off
Peach - Microbrewery bar & Kitchen ,₹ 1800 for two approx.,3.0,Multicuisine,119,₹ 1800 for two approx.,15% Off + 25% Off
Matchbox,₹ 1500 for two approx.,3.7,Multicuisine,119,₹ 1500 for two approx.,15% Off + 25% Off
Matchbox,₹ 1500 for two approx.,3.7,Multicuisine,119,₹ 1500 for two approx.,15% Off + 25% Off
Flavours,₹ 1500 for two approx.,2.2,Indian,119,₹ 1500 for two approx.,15% Off + 25% Off
Flavours,₹ 1500 for two approx.,2.2,Indian,119,₹ 1500 for two approx.,15% Off + 25% Off
Flow Brew & Dine,₹ 1300 for two approx.,4.3,"Cocktail Menu, Modern Indian",119,₹ 1300 for two approx.,15% Off + 25% Off
Flow Brew & Dine,₹ 1300 for two approx.,4.3,"Cocktail Menu, Modern Indian",119,₹ 1300 for two approx.,15% Off + 25% Off
Zazu,₹ 1000 for two approx.,4.8,Multicuisine,119,₹ 1000 for two approx.,15% Off + 25% Off
Zazu,₹ 1000 for two approx.,4.8,Multicuisine,119,₹ 1000 for two approx.,15% Off + 25% Off
Status Restaurant & Cafe,₹ 1500 for two approx.,5.0,Multicuisine,119,₹ 1500 for two approx.,15% Off + 25% Off
Status Restaurant & Cafe,₹ 1500 for two approx.,5.0,Multicuisine,119,₹ 1500 for two approx.,15% Off + 25% Off
The Masala Story,₹ 900 for two approx.,5.0,North Indian,119,₹ 900 for two approx.,15% Off + 25% Off
The Masala Story,₹ 900 for two approx.,5.0,North Indian,119,₹ 900 for two approx.,15% Off + 25% Off
Moreish Courtyard,₹ 1000 for two approx.,5.0,Multicuisine,120,₹ 1000 for two approx.,15% Off + 25% Off
Moreish Courtyard,₹ 1000 for two approx.,5.0,Multicuisine,120,₹ 1000 for two approx.,15% Off + 25% Off
Smile Darbar,₹ 900 for two approx.,4.1,Multicuisine,120,₹ 900 for two approx.,15% Off + 25% Off
Smile Darbar,₹ 900 for two approx.,4.1,Multicuisine,120,₹ 900 for two approx.,15% Off + 25% Off
Parlour,₹ 1500 for two approx.,4.3,"Finger Food, Bakery, Coffee and Tea, Desserts",120,₹ 1500 for two approx.,15% Off + 25% Off
Parlour,₹ 1500 for two approx.,4.3,"Finger Food, Bakery, Coffee and Tea, Desserts",120,₹ 1500 for two approx.,15% Off + 25% Off
CheezO Cafe,₹ 1200 for two approx.,4.4,Multicuisine,120,₹ 1200 for two approx.,15% Off + 25% Off
CheezO Cafe,₹ 1200 for two approx.,4.4,Multicuisine,120,₹ 1200 for two approx.,15% Off + 25% Off
Dosa Palace ,₹ 1000 for two approx.,3.8,"North Indian, South Indian",120,₹ 1000 for two approx.,15% Off + 25% Off
Dosa Palace ,₹ 1000 for two approx.,3.8,"North Indian, South Indian",120,₹ 1000 for two approx.,15% Off + 25% Off
Trees and Treats,₹ 1500 for two approx.,5.0,Multicuisine,120,₹ 1500 for two approx.,15% Off + 25% Off
Trees and Treats,₹ 1500 for two approx.,5.0,Multicuisine,120,₹ 1500 for two approx.,15% Off + 25% Off
Orchid - The Multi-cuisine Restaurant,₹ 3000 for two approx.,4.8,Multicuisine,120,₹ 3000 for two approx.,15% Off + 25% Off
Orchid - The Multi-cuisine Restaurant,₹ 3000 for two approx.,4.8,Multicuisine,120,₹ 3000 for two approx.,15% Off + 25% Off
Sparrow,₹ 1500 for two approx.,4.0,Multicuisine,120,₹ 1500 for two approx.,15% Off + 25% Off
Sparrow,₹ 1500 for two approx.,4.0,Multicuisine,120,₹ 1500 for two approx.,15% Off + 25% Off
Nooshe Joon,₹ 1200 for two approx.,4.0,Afghani,120,₹ 1200 for two approx.,15% Off + 25% Off
Nooshe Joon,₹ 1200 for two approx.,4.0,Afghani,120,₹ 1200 for two approx.,15% Off + 25% Off
Bohemian Easy Dining,₹ 1000 for two approx.,4.7,Continental,121,₹ 1000 for two approx.,15% Off + 25% Off
Bohemian Easy Dining,₹ 1000 for two approx.,4.7,Continental,121,₹ 1000 for two approx.,15% Off + 25% Off
F Bar & Lounge Gurgaon ,₹ 2000 for two approx.,5.0,"Chinese, North Indian",121,₹ 2000 for two approx.,15% Off + 25% Off
F Bar & Lounge Gurgaon ,₹ 2000 for two approx.,5.0,"Chinese, North Indian",121,₹ 2000 for two approx.,15% Off + 25% Off
Vyrus Lounge and Bar,₹ 1400 for two approx.,3.4,Multicuisine,121,₹ 1400 for two approx.,15% Off + 25% Off
Vyrus Lounge and Bar,₹ 1400 for two approx.,3.4,Multicuisine,121,₹ 1400 for two approx.,15% Off + 25% Off
Swaad Anusaar,₹ 800 for two approx.,4.4,Multicuisine,121,₹ 800 for two approx.,15% Off + 25% Off
Swaad Anusaar,₹ 800 for two approx.,4.4,Multicuisine,121,₹ 800 for two approx.,15% Off + 25% Off
Mestizo,₹ 2000 for two approx.,5.0,Latin American,121,₹ 2000 for two approx.,15% Off + 25% Off
Mestizo,₹ 2000 for two approx.,5.0,Latin American,121,₹ 2000 for two approx.,15% Off + 25% Off
Mala-Bar,₹ 1200 for two approx.,2.0,Indian,121,₹ 1200 for two approx.,15% Off + 25% Off
Mala-Bar,₹ 1200 for two approx.,2.0,Indian,121,₹ 1200 for two approx.,15% Off + 25% Off
The Hyve,₹ 1500 for two approx.,3.9,Multicuisine,121,₹ 1500 for two approx.,15% Off + 25% Off
The Hyve,₹ 1500 for two approx.,3.9,Multicuisine,121,₹ 1500 for two approx.,15% Off + 25% Off
Bottles and Barrels,₹ 2000 for two approx.,3.2,Multicuisine,121,₹ 2000 for two approx.,15% Off + 25% Off
Bottles and Barrels,₹ 2000 for two approx.,3.2,Multicuisine,121,₹ 2000 for two approx.,15% Off + 25% Off
K's Cafe,₹ 1000 for two approx.,1.0,Multicuisine,121,₹ 1000 for two approx.,15% Off + 25% Off
K's Cafe,₹ 1000 for two approx.,1.0,Multicuisine,121,₹ 1000 for two approx.,15% Off + 25% Off
Soi 7,₹ 2000 for two approx.,3.9,"Finger Food, Pan Asian",122,₹ 2000 for two approx.,15% Off + 25% Off
Soi 7,₹ 2000 for two approx.,3.9,"Finger Food, Pan Asian",122,₹ 2000 for two approx.,15% Off + 25% Off
Wakhra Swaad,₹ 800 for two approx.,3.8,Multicuisine,122,₹ 800 for two approx.,15% Off + 25% Off
Wakhra Swaad,₹ 800 for two approx.,3.8,Multicuisine,122,₹ 800 for two approx.,15% Off + 25% Off
Made In Punjab,₹ 1500 for two approx.,4.3,North Indian,122,₹ 1500 for two approx.,15% Off + 25% Off
Made In Punjab,₹ 1500 for two approx.,4.3,North Indian,122,₹ 1500 for two approx.,15% Off + 25% Off
Spize Barbeque & Bar,₹ 1200 for two approx.,3.7,"North Indian, Barbeque",122,₹ 1200 for two approx.,15% Off + 25% Off
Spize Barbeque & Bar,₹ 1200 for two approx.,3.7,"North Indian, Barbeque",122,₹ 1200 for two approx.,15% Off + 25% Off
Moets,₹ 2000 for two approx.,4.3,Multicuisine,122,₹ 2000 for two approx.,15% Off + 25% Off
Moets,₹ 2000 for two approx.,4.3,Multicuisine,122,₹ 2000 for two approx.,15% Off + 25% Off
Moti Mahal Barbeque,₹ 1500 for two approx.,4.1,Multicuisine,122,₹ 1500 for two approx.,15% Off + 25% Off
Moti Mahal Barbeque,₹ 1500 for two approx.,4.1,Multicuisine,122,₹ 1500 for two approx.,15% Off + 25% Off
Seventh Sense,₹ 3500 for two approx.,4.2,Multicuisine,122,₹ 3500 for two approx.,15% Off + 25% Off
Seventh Sense,₹ 3500 for two approx.,4.2,Multicuisine,122,₹ 3500 for two approx.,15% Off + 25% Off
Krispy Kreme,₹ 200 for two approx.,5.0,Desserts,122,₹ 200 for two approx.,15% Off + 25% Off
Krispy Kreme,₹ 200 for two approx.,5.0,Desserts,122,₹ 200 for two approx.,15% Off + 25% Off
Aries Cafe,₹ 1000 for two approx.,4.0,Multicuisine,122,₹ 1000 for two approx.,15% Off + 25% Off
Aries Cafe,₹ 1000 for two approx.,4.0,Multicuisine,122,₹ 1000 for two approx.,15% Off + 25% Off
Perch Wine & Coffee Bar,₹ 1200 for two approx.,4.3,European,123,₹ 1200 for two approx.,15% Off + 25% Off
